1,0.916597510373444
2,0.9215767634854771
3,0.8941908713692946
4,0.8182572614107884
5,0.8531120331950207
6,0.9414937759336099
7,0.8755186721991701
8,0.9253112033195021
9,0.8979253112033195
10,0.8991701244813278
11,0.904149377593361
12,0.9016597510373444
13,0.8742738589211618
14,0.9004149377593361
15,0.9240663900414938
16,0.8991701244813278
17,0.8257261410788381
18,0.9278008298755187
19,0.8568464730290456
20,0.9240663900414938
21,0.9242738589211619
22,0.9651452282157676
23,0.9103734439834025
24,0.8780082987551867
25,0.9489626556016597
26,0.8269709543568464
27,0.8991701244813278
28,0.9153526970954357
29,0.8991701244813278
30,0.9240663900414938
31,0.8284232365145229
32,0.975103734439834
33,0.9240663900414938
34,0.8742738589211618
35,0.8757261410788382
36,0.8755186721991701
37,0.9253112033195021
38,0.8767634854771784
39,0.8518672199170124
40,0.9253112033195021
41,0.8991701244813278
42,0.8506224066390041
43,0.8481327800829875
44,0.9265560165975104
45,0.9738589211618257
46,0.9240663900414938
47,0.9317427385892116
48,0.8966804979253112
49,0.8244813278008298
50,0.8929460580912864
